24536.2632074237 -5105.95526752227 -7316.2075781032 3760.65925190195 7510.76682756725 4742.29070246142 -1213.12424809496 -8164.21158518403
19081.0856499605 -2659.12591913782 -6078.71524487684 2264.10935338795 5581.88309818278 3812.13078619456 -656.337548606943 -6123.53383203217
2499.89934546353 2006.92189883543 -268.43702864916 -749.384393476139 -501.868931407244 -120.520775017198 202.072778627602 425.168871515306
11279.7125031649 -1780.99745467911 -3086.4071442154 1384.93346914835 3027.52230940612 1998.70259974586 -426.317343358606 -3370.76883773696
25105.9335007586 -5553.48347487178 -7199.45528674358 3868.83723333854 7518.12769511749 4706.56972541694 -1240.38758357114 -8157.00826923797
29559.6367404649 -3372.24974034536 -10653.5630713346 3174.17677111923 9143.3300179341 6479.60029123218 -841.071555279907 -9868.94416547732
26964.4401038242 -4454.15511475587 -8853.6681754505 3530.5575457173 8289.80833073833 5549.42915111111 -1050.41064493856 -8968.33058821288
6642.36676267718 -71.3152580300246 -1483.28183824371 173.352546891046 1041.69293258935 859.853958575961 -1.38713075400266 -1220.20851171121
27160.7792419681 856.271760293969 -9819.0182688075 585.469405647121 6740.03956056737 5833.58777821715 268.970960999042 -7658.65628484284
2083.586381 1656.789663 -221.534315 -603.049403 -393.860702 -87.814209 159.751013 319.10742
26651.1585272028 -5155.7412961623 -7741.75509744995 3737.37995215444 7729.14641466713 4960.17365083029 -1166.31360328203 -8388.50824849756
24902.8497027034 -2239.40445961406 -9747.38043552498 2574.90793739163 8191.78009908439 5945.44953784487 -659.273604898455 -8926.3898776972
15328.2046116203 -4086.8722964938 -3140.56104891196 2705.65946676505 4135.25346339422 2311.1336287249 -973.726110750175 -4661.50166523098
22004.8672198364 -2768.38216508822 -7631.34088948743 2386.11551927617 6665.04877327356 4708.64019455283 -628.281471690865 -7227.03446107003
32527.3918247601 -1739.24375124492 -12574.3459079851 2625.45637677474 9929.93261370326 7449.48428939722 -563.916539418628 -10753.2145898357
31342.6828831437 -4367.35542857528 -9216.80504813981 3322.00565045989 8365.42759062504 5808.54044268461 -879.330881381818 -9202.04630488507
21241.2582151787 -3843.83100594259 -5256.16599284605 2537.90504067781 5302.6189516587 3490.44689548556 -738.442814526026 -5913.15697893327
7782.9534809958 2418.80715320118 -2670.76254571576 -1083.57415228338 908.0377120686 1470.67600909288 603.689974983984 -1299.4324104832
2578.43004303063 3697.43644785243 1485.89110888913 217.02883856794 -367.220052024223 -653.370178076893 -822.910955955947 -949.926438415267
6250.55255990528 1837.01890104084 -1905.67492119792 -745.781131368427 630.363030882296 995.535247806178 396.780205735223 -877.969725509068
28866.1430264311 -4257.46159121428 -9106.86377198773 3495.35359012523 8353.41020036869 5610.9446378245 -1033.97655861075 -9013.08620574518
32306.0651617879 -977.173810297404 -13328.4160606708 2347.13901008477 10255.7737696792 7883.73557942772 -432.66296577537 -11148.8489813027
27980.8846328695 -3097.51777810239 -9897.28212343751 3170.67206689936 8629.64888963026 5997.39744233938 -911.559609796188 -9337.34250725855
35331.7130477207 -3830.46465828409 -10723.2620585544 3026.97298712889 9103.06085967762 6666.12327039353 -646.209080333661 -10056.5946518141
12959.3222355115 -719.942780415035 -5171.286205677 1138.5329301292 4197.55670514378 3150.77939557838 -258.22387936957 -4628.90992500618
8876.55301711695 -385.548154810844 -3096.02460470608 622.297392102905 2455.98954909583 1886.14959842671 -115.32012188344 -2754.18050719473
21029.8362853303 -6144.42148587626 -4877.90873657137 4023.45204588539 6252.47544137993 3515.46467979977 -1419.9123807685 -6915.34253789086
1660.5484341336 415.005724309287 -280.991088071487 27.2114234270657 260.108446416895 217.799553810834 -46.4551959400384 -450.969139019694
