x den_5000
3.5 0.00382540052
3.62068965517241 0.05644854149
3.74137931034483 0.31424556957
3.86206896551724 0.84868620578
3.98275862068966 1.35600632563
4.10344827586207 1.49691078926
4.22413793103448 1.28723231246
4.3448275862069 0.94488526689
4.46551724137931 0.6340410912
4.58620689655172 0.40890113163
4.70689655172414 0.2625663855
4.82758620689655 0.17190027246
4.94827586206897 0.11642706784
5.06896551724138 0.0821880542
5.18965517241379 0.0605918792
5.31034482758621 0.04655503531
5.43103448275862 0.03708990838
5.55172413793103 0.03041913886
5.67241379310345 0.0254614862
5.79310344827586 0.02154413757
5.91379310344828 0.01824544249
6.03448275862069 0.01531040853
6.1551724137931 0.01260439781
6.27586206896552 0.01008346765
6.39655172413793 0.0077681187
6.51724137931035 0.00571433775
6.63793103448276 0.00398268511
6.75862068965517 0.00261137875
6.87931034482759 0.00160061956
7 0.00091198894
